,codes,name,links,coord,label,timezone,id,administrative_regions,insee,lat,lon,lat_city,lon_city,city
17,"[{'type': 'source', 'value': '87137455'}, {'type': 'uic', 'value': '87137455'}]",La Source Université,[],"{'lat': '47.839388', 'lon': '1.934688'}",La Source Université (Orléans),Europe/Paris,stop_area:SNCF:87137455,"[{'insee': '45234', 'name': 'Orléans', 'level': 8, 'coord': {'lat': '47.9027336', 'lon': '1.9086066'}, 'label': 'Orléans (45000-45100)', 'id': 'admin:fr:45234', 'zip_code': '45000;45100'}]",45234,47.839388,1.934688,47.9027336,1.9086066,Orléans
18,"[{'type': 'source', 'value': '87592378'}, {'type': 'uic', 'value': '87592378'}]",La Souterraine,[],"{'lat': '46.239782', 'lon': '1.492207'}",La Souterraine (La Souterraine),Europe/Paris,stop_area:SNCF:87592378,"[{'insee': '23176', 'name': 'La Souterraine', 'level': 8, 'coord': {'lat': '46.2383347', 'lon': '1.4861387'}, 'label': 'La Souterraine (23300)', 'id': 'admin:fr:23176', 'zip_code': '23300'}]",23176,46.239782,1.492207,46.2383347,1.4861387,La Souterraine
19,"[{'type': 'source', 'value': '87396366'}, {'type': 'uic', 'value': '87396366'}]",La Suze,[],"{'lat': '47.892235', 'lon': '0.026567'}",La Suze (La Suze-sur-Sarthe),Europe/Paris,stop_area:SNCF:87396366,"[{'insee': '72346', 'name': 'La Suze-sur-Sarthe', 'level': 8, 'coord': {'lat': '47.88955379999999', 'lon': '0.0275915'}, 'label': 'La Suze-sur-Sarthe (72210)', 'id': 'admin:fr:72346', 'zip_code': '72210'}]",72346,47.892235,0.026567,47.88955379999999,0.0275915,La Suze-sur-Sarthe
20,"[{'type': 'source', 'value': '87394403'}, {'type': 'uic', 'value': '87394403'}]",La Taye,[],"{'lat': '48.407757', 'lon': '1.373402'}",La Taye (Saint-Georges-sur-Eure),Europe/Paris,stop_area:SNCF:87394403,"[{'insee': '28337', 'name': 'Saint-Georges-sur-Eure', 'level': 8, 'coord': {'lat': '48.4182576', 'lon': '1.3552631'}, 'label': 'Saint-Georges-sur-Eure (28190)', 'id': 'admin:fr:28337', 'zip_code': '28190'}]",28337,48.407757,1.373402,48.4182576,1.3552631,Saint-Georges-sur-Eure
21,"[{'type': 'source', 'value': '87582643'}, {'type': 'uic', 'value': '87582643'}]",La Teste,[],"{'lat': '44.636966', 'lon': '-1.14297'}",La Teste (La Teste-de-Buch),Europe/Paris,stop_area:SNCF:87582643,"[{'insee': '33529', 'name': 'La Teste-de-Buch', 'level': 8, 'coord': {'lat': '44.6316943', 'lon': '-1.1491319'}, 'label': 'La Teste-de-Buch (33115-33260)', 'id': 'admin:fr:33529', 'zip_code': '33115;33260'}]",33529,44.636966,-1.14297,44.6316943,-1.1491319,La Teste-de-Buch
22,"[{'type': 'source', 'value': '87168054'}, {'type': 'uic', 'value': '87168054'}]",La Toulzanie,[],"{'lat': '44.469', 'lon': '1.75'}",La Toulzanie (Saint-Martin-Labouval),Europe/Paris,stop_area:SNCF:87168054,"[{'insee': '46276', 'name': 'Saint-Martin-Labouval', 'level': 8, 'coord': {'lat': '44.4650764', 'lon': '1.7338848'}, 'label': 'Saint-Martin-Labouval (46330)', 'id': 'admin:fr:46276', 'zip_code': '46330'}]",46276,44.469,1.75,44.4650764,1.7338848,Saint-Martin-Labouval
23,"[{'type': 'source', 'value': '87167049'}, {'type': 'uic', 'value': '87167049'}]",La Tour-de-Faure Centre,[],"{'lat': '44.470643', 'lon': '1.675882'}",La Tour-de-Faure Centre (Tour-de-Faure),Europe/Paris,stop_area:SNCF:87167049,"[{'insee': '46320', 'name': 'Tour-de-Faure', 'level': 8, 'coord': {'lat': '44.4667617', 'lon': '1.6925981'}, 'label': 'Tour-de-Faure (46330)', 'id': 'admin:fr:46320', 'zip_code': '46330'}]",46320,44.470643,1.675882,44.4667617,1.6925981,Tour-de-Faure
24,"[{'type': 'source', 'value': '87721548'}, {'type': 'uic', 'value': '87721548'}]",La Tour-de-Salvagny,[],"{'lat': '45.799882', 'lon': '4.716492'}",La Tour-de-Salvagny (La Tour-de-Salvagny),Europe/Paris,stop_area:SNCF:87721548,"[{'insee': '69250', 'name': 'La Tour-de-Salvagny', 'level': 8, 'coord': {'lat': '45.8129372', 'lon': '4.716389299999999'}, 'label': 'La Tour-de-Salvagny (69890)', 'id': 'admin:fr:69250', 'zip_code': '69890'}]",69250,45.799882,4.716492,45.8129372,4.716389299999999,La Tour-de-Salvagny
0,"[{'type': 'source', 'value': '87698324'}, {'type': 'uic', 'value': '87698324'}]",La Tour-de-Salvagny Centre,[],"{'lat': '45.815018', 'lon': '4.717727'}",La Tour-de-Salvagny Centre (La Tour-de-Salvagny),Europe/Paris,stop_area:SNCF:87698324,"[{'insee': '69250', 'name': 'La Tour-de-Salvagny', 'level': 8, 'coord': {'lat': '45.8129372', 'lon': '4.716389299999999'}, 'label': 'La Tour-de-Salvagny (69890)', 'id': 'admin:fr:69250', 'zip_code': '69890'}]",69250,45.815018,4.717727,45.8129372,4.716389299999999,La Tour-de-Salvagny
1,"[{'type': 'source', 'value': '87698316'}, {'type': 'uic', 'value': '87698316'}]",La Tour-de-Salvagny Hippodrome,[],"{'lat': '45.813816', 'lon': '4.716954'}",La Tour-de-Salvagny Hippodrome (La Tour-de-Salvagny),Europe/Paris,stop_area:SNCF:87698316,"[{'insee': '69250', 'name': 'La Tour-de-Salvagny', 'level': 8, 'coord': {'lat': '45.8129372', 'lon': '4.716389299999999'}, 'label': 'La Tour-de-Salvagny (69890)', 'id': 'admin:fr:69250', 'zip_code': '69890'}]",69250,45.813816,4.716954,45.8129372,4.716389299999999,La Tour-de-Salvagny
2,"[{'type': 'source', 'value': '87723478'}, {'type': 'uic', 'value': '87723478'}]",La Tour-du-Pin,[],"{'lat': '45.560287', 'lon': '5.449582'}",La Tour-du-Pin (La Tour-du-Pin),Europe/Paris,stop_area:SNCF:87723478,"[{'insee': '38509', 'name': 'La Tour-du-Pin', 'level': 8, 'coord': {'lat': '45.5666202', 'lon': '5.4424054'}, 'label': 'La Tour-du-Pin (38110)', 'id': 'admin:fr:38509', 'zip_code': '38110'}]",38509,45.560287,5.449582,45.5666202,5.4424054,La Tour-du-Pin
3,"[{'type': 'source', 'value': '87575183'}, {'type': 'uic', 'value': '87575183'}]",La Tricherie,[],"{'lat': '46.728953', 'lon': '0.441469'}",La Tricherie (Beaumont Saint-Cyr),Europe/Paris,stop_area:SNCF:87575183,"[{'insee': '86019', 'name': 'Beaumont Saint-Cyr', 'level': 8, 'coord': {'lat': '46.7376338', 'lon': '0.4293364'}, 'label': 'Beaumont Saint-Cyr (86130-86490)', 'id': 'admin:fr:86019', 'zip_code': '86130;86490'}]",86019,46.728953,0.441469,46.7376338,0.4293364,Beaumont Saint-Cyr
4,"[{'type': 'source', 'value': '87756767'}, {'type': 'uic', 'value': '87756767'}]",La Trinité Victor,[],"{'lat': '43.742737', 'lon': '7.311721'}",La Trinité Victor (La Trinité),Europe/Paris,stop_area:SNCF:87756767,"[{'insee': '06149', 'name': 'La Trinité', 'level': 8, 'coord': {'lat': '43.7431396', 'lon': '7.3134223'}, 'label': 'La Trinité (06340)', 'id': 'admin:fr:06149', 'zip_code': '06340'}]",06149,43.742737,7.311721,43.7431396,7.3134223,La Trinité
5,"[{'type': 'source', 'value': '87289652'}, {'type': 'uic', 'value': '87289652'}]",La Trinité-sur-Mer,[],"{'lat': '47.587517', 'lon': '-3.027747'}",La Trinité-sur-Mer (La Trinité-sur-Mer),Europe/Paris,stop_area:SNCF:87289652,"[{'insee': '56258', 'name': 'La Trinité-sur-Mer', 'level': 8, 'coord': {'lat': '47.5862608', 'lon': '-3.0293672'}, 'label': 'La Trinité-sur-Mer (56470)', 'id': 'admin:fr:56258', 'zip_code': '56470'}]",56258,47.587517,-3.027747,47.5862608,-3.0293672,La Trinité-sur-Mer
6,"[{'type': 'source', 'value': '87723577'}, {'type': 'uic', 'value': '87723577'}]",La Valbonne,[],"{'lat': '45.849268', 'lon': '5.124964'}",La Valbonne (Béligneux),Europe/Paris,stop_area:SNCF:87723577,"[{'insee': '01032', 'name': 'Béligneux', 'level': 8, 'coord': {'lat': '45.8677365', 'lon': '5.1280072'}, 'label': 'Béligneux (01360)', 'id': 'admin:fr:01032', 'zip_code': '01360'}]",01032,45.849268,5.124964,45.8677365,5.1280072,Béligneux
7,"[{'type': 'source', 'value': '87640474'}, {'type': 'uic', 'value': '87640474'}]",La Vancelle Centre,[],"{'lat': '48.285278', 'lon': '7.301402'}",La Vancelle Centre (La Vancelle),Europe/Paris,stop_area:SNCF:87640474,"[{'insee': '67505', 'name': 'La Vancelle', 'level': 8, 'coord': {'lat': '48.2869414', 'lon': '7.3047005'}, 'label': 'La Vancelle (67730)', 'id': 'admin:fr:67505', 'zip_code': '67730'}]",67505,48.285278,7.301402,48.2869414,7.3047005,La Vancelle
8,"[{'type': 'source', 'value': '87640466'}, {'type': 'uic', 'value': '87640466'}]",La Vancelle Hurst,[],"{'lat': '48.278908', 'lon': '7.342239'}",La Vancelle Hurst (La Vancelle),Europe/Paris,stop_area:SNCF:87640466,"[{'insee': '67505', 'name': 'La Vancelle', 'level': 8, 'coord': {'lat': '48.2869414', 'lon': '7.3047005'}, 'label': 'La Vancelle (67730)', 'id': 'admin:fr:67505', 'zip_code': '67730'}]",67505,48.278908,7.342239,48.2869414,7.3047005,La Vancelle
9,"[{'type': 'source', 'value': '87758185'}, {'type': 'uic', 'value': '87758185'}]",La Varenne-Chennevières,[],"{'lat': '48.794996', 'lon': '2.513141'}",La Varenne-Chennevières (Saint-Maur-des-Fossés),Europe/Paris,stop_area:SNCF:87758185,"[{'insee': '94068', 'name': 'Saint-Maur-des-Fossés', 'level': 8, 'coord': {'lat': '48.8033057', 'lon': '2.4853015'}, 'label': 'Saint-Maur-des-Fossés (94100-94210)', 'id': 'admin:fr:94068', 'zip_code': '94100;94210'}]",94068,48.794996,2.513141,48.8033057,2.4853015,Saint-Maur-des-Fossés
10,"[{'type': 'source', 'value': '87743104'}, {'type': 'uic', 'value': '87743104'}]",La Vavrette Tossiat RD1075,[],"{'lat': '46.134616', 'lon': '5.290295'}",La Vavrette Tossiat RD1075 (Tossiat),Europe/Paris,stop_area:SNCF:87743104,"[{'insee': '01422', 'name': 'Tossiat', 'level': 8, 'coord': {'lat': '46.1385', 'lon': '5.316549999999999'}, 'label': 'Tossiat (01250)', 'id': 'admin:fr:01422', 'zip_code': '01250'}]",01422,46.134616,5.290295,46.1385,5.316549999999999,Tossiat
11,"[{'type': 'source', 'value': '87723395'}, {'type': 'uic', 'value': '87723395'}]",La Verpillière,[],"{'lat': '45.627619', 'lon': '5.150785'}",La Verpillière (La Verpillière),Europe/Paris,stop_area:SNCF:87723395,"[{'insee': '38537', 'name': 'La Verpillière', 'level': 8, 'coord': {'lat': '45.632836', 'lon': '5.1473108'}, 'label': 'La Verpillière (38290)', 'id': 'admin:fr:38537', 'zip_code': '38290'}]",38537,45.627619,5.150785,45.632836,5.1473108,La Verpillière
12,"[{'type': 'source', 'value': '87393256'}, {'type': 'uic', 'value': '87393256'}]",La Verrière,[],"{'lat': '48.755695', 'lon': '1.943674'}",La Verrière (La Verrière),Europe/Paris,stop_area:SNCF:87393256,"[{'insee': '78644', 'name': 'La Verrière', 'level': 8, 'coord': {'lat': '48.7555258', 'lon': '1.9554697'}, 'label': 'La Verrière (78320)', 'id': 'admin:fr:78644', 'zip_code': '78320'}]",78644,48.755695,1.943674,48.7555258,1.9554697,La Verrière
13,"[{'type': 'source', 'value': '87591875'}, {'type': 'uic', 'value': '87591875'}]",La Verriere Noctilien,[],"{'lat': '48.755566', 'lon': '1.942579'}",La Verriere Noctilien (La Verrière),Europe/Paris,stop_area:SNCF:87591875,"[{'insee': '78644', 'name': 'La Verrière', 'level': 8, 'coord': {'lat': '48.7555258', 'lon': '1.9554697'}, 'label': 'La Verrière (78320)', 'id': 'admin:fr:78644', 'zip_code': '78320'}]",78644,48.755566,1.942579,48.7555258,1.9554697,La Verrière
14,"[{'type': 'source', 'value': '87641191'}, {'type': 'uic', 'value': '87641191'}]",La Ville Gozet,[],"{'lat': '46.350055', 'lon': '2.59169'}",La Ville Gozet (Montluçon),Europe/Paris,stop_area:SNCF:87641191,"[{'insee': '03185', 'name': 'Montluçon', 'level': 8, 'coord': {'lat': '46.3396952', 'lon': '2.6072057'}, 'label': 'Montluçon (03100)', 'id': 'admin:fr:03185', 'zip_code': '03100'}]",03185,46.350055,2.59169,46.3396952,2.6072057,Montluçon
15,"[{'type': 'source', 'value': '87589580'}, {'type': 'uic', 'value': '87589580'}]",La Ville Gozet Square H. Duna,[],"{'lat': '46.347927', 'lon': '2.593626'}",La Ville Gozet Square H. Duna (Montluçon),Europe/Paris,stop_area:SNCF:87589580,"[{'insee': '03185', 'name': 'Montluçon', 'level': 8, 'coord': {'lat': '46.3396952', 'lon': '2.6072057'}, 'label': 'Montluçon (03100)', 'id': 'admin:fr:03185', 'zip_code': '03100'}]",03185,46.347927,2.593626,46.3396952,2.6072057,Montluçon
16,"[{'type': 'source', 'value': '87279935'}, {'type': 'uic', 'value': '87279935'}]",La Villeneuve-au-Chêne RN19,[],"{'lat': '48.237179', 'lon': '4.386655'}",La Villeneuve-au-Chêne RN19 (La Villeneuve-au-Chêne),Europe/Paris,stop_area:SNCF:87279935,"[{'insee': '10423', 'name': 'La Villeneuve-au-Chêne', 'level': 8, 'coord': {'lat': '48.2393103', 'lon': '4.3888698'}, 'label': 'La Villeneuve-au-Chêne (10140)', 'id': 'admin:fr:10423', 'zip_code': '10140'}]",10423,48.237179,4.386655,48.2393103,4.3888698,La Villeneuve-au-Chêne
17,"[{'type': 'source', 'value': '87394171'}, {'type': 'uic', 'value': '87394171'}]",La Villette Saint-Prest,[],"{'lat': '48.482752', 'lon': '1.522905'}",La Villette Saint-Prest (Saint-Prest),Europe/Paris,stop_area:SNCF:87394171,"[{'insee': '28358', 'name': 'Saint-Prest', 'level': 8, 'coord': {'lat': '48.4926861', 'lon': '1.5293149'}, 'label': 'Saint-Prest (28300)', 'id': 'admin:fr:28358', 'zip_code': '28300'}]",28358,48.482752,1.522905,48.4926861,1.5293149,Saint-Prest
18,"[{'type': 'source', 'value': '87338707'}, {'type': 'uic', 'value': '87338707'}]",La Voulte-sur-Rhône Cité,[],"{'lat': '44.80971', 'lon': '4.786724'}",La Voulte-sur-Rhône Cité (La Voulte-sur-Rhône),Europe/Paris,stop_area:SNCF:87338707,"[{'insee': '07349', 'name': 'La Voulte-sur-Rhône', 'level': 8, 'coord': {'lat': '44.8000756', 'lon': '4.7813846'}, 'label': 'La Voulte-sur-Rhône (07800)', 'id': 'admin:fr:07349', 'zip_code': '07800'}]",07349,44.80971,4.786724,44.8000756,4.7813846,La Voulte-sur-Rhône
19,"[{'type': 'source', 'value': '87336974'}, {'type': 'uic', 'value': '87336974'}]",La Voulte-sur-Rhône Mairie,[],"{'lat': '44.799429', 'lon': '4.781381'}",La Voulte-sur-Rhône Mairie (La Voulte-sur-Rhône),Europe/Paris,stop_area:SNCF:87336974,"[{'insee': '07349', 'name': 'La Voulte-sur-Rhône', 'level': 8, 'coord': {'lat': '44.8000756', 'lon': '4.7813846'}, 'label': 'La Voulte-sur-Rhône (07800)', 'id': 'admin:fr:07349', 'zip_code': '07800'}]",07349,44.799429,4.781381,44.8000756,4.7813846,La Voulte-sur-Rhône
20,"[{'type': 'source', 'value': '87595983'}, {'type': 'uic', 'value': '87595983'}]",La Walck Monument Aux Morts,[],"{'lat': '48.848123', 'lon': '7.611428'}",La Walck Monument Aux Morts (Val-de-Moder),Europe/Paris,stop_area:SNCF:87595983,"[{'insee': '67372', 'name': 'Val-de-Moder', 'level': 8, 'coord': {'lat': '48.844203', 'lon': '7.6114925'}, 'label': 'Val-de-Moder (67350)', 'id': 'admin:fr:67372', 'zip_code': '67350'}]",67372,48.848123,7.611428,48.844203,7.6114925,Val-de-Moder
21,"[{'type': 'source', 'value': '87212316'}, {'type': 'uic', 'value': '87212316'}]",La Wantzenau,[],"{'lat': '48.665204', 'lon': '7.824822'}",La Wantzenau (La Wantzenau),Europe/Paris,stop_area:SNCF:87212316,"[{'insee': '67519', 'name': 'La Wantzenau', 'level': 8, 'coord': {'lat': '48.6583055', 'lon': '7.8277685'}, 'label': 'La Wantzenau (67610)', 'id': 'admin:fr:67519', 'zip_code': '67610'}]",67519,48.665204,7.824822,48.6583055,7.8277685,La Wantzenau
22,"[{'type': 'source', 'value': '87697508'}, {'type': 'uic', 'value': '87697508'}]",La-Bridoire-Abris-Bus-le-Haut,[],"{'lat': '45.532004', 'lon': '5.743918'}",La-Bridoire-Abris-Bus-le-Haut (La Bridoire),Europe/Paris,stop_area:SNCF:87697508,"[{'insee': '73058', 'name': 'La Bridoire', 'level': 8, 'coord': {'lat': '45.52509999999999', 'lon': '5.739599999999999'}, 'label': 'La Bridoire (73520)', 'id': 'admin:fr:73058', 'zip_code': '73520'}]",73058,45.532004,5.743918,45.52509999999999,5.739599999999999,La Bridoire
23,"[{'type': 'source', 'value': '87705954'}, {'type': 'uic', 'value': '87705954'}]",La-Maison-Brulée D675,[],"{'lat': '49.345166', 'lon': '0.931937'}",La-Maison-Brulée D675 (Saint-Ouen-de-Thouberville),Europe/Paris,stop_area:SNCF:87705954,"[{'insee': '27580', 'name': 'Saint-Ouen-de-Thouberville', 'level': 8, 'coord': {'lat': '49.3573604', 'lon': '0.8897119999999999'}, 'label': 'Saint-Ouen-de-Thouberville (27310)', 'id': 'admin:fr:27580', 'zip_code': '27310'}]",27580,49.345166,0.931937,49.3573604,0.8897119999999999,Saint-Ouen-de-Thouberville
24,"[{'type': 'source', 'value': '87617126'}, {'type': 'uic', 'value': '87617126'}]",Laàs,[],"{'lat': '43.46995', 'lon': '0.327571'}",Laàs (Laas),Europe/Paris,stop_area:SNCF:87617126,"[{'insee': '32167', 'name': 'Laas', 'level': 8, 'coord': {'lat': '43.4697786', 'lon': '0.3098676'}, 'label': 'Laas (32170)', 'id': 'admin:fr:32167', 'zip_code': '32170'}]",32167,43.46995,0.327571,43.4697786,0.3098676,Laas
0,"[{'type': 'source', 'value': '87668244'}, {'type': 'uic', 'value': '87668244'}]",Labastide-du-Vert,[],"{'lat': '44.511528', 'lon': '1.26141'}",Labastide-du-Vert (Labastide-du-Vert),Europe/Paris,stop_area:SNCF:87668244,"[{'insee': '46136', 'name': 'Labastide-du-Vert', 'level': 8, 'coord': {'lat': '44.5116255', 'lon': '1.2636766'}, 'label': 'Labastide-du-Vert (46150)', 'id': 'admin:fr:46136', 'zip_code': '46150'}]",46136,44.511528,1.26141,44.5116255,1.2636766,Labastide-du-Vert
1,"[{'type': 'source', 'value': '87612002'}, {'type': 'uic', 'value': '87612002'}]",Labège Innopole,[],"{'lat': '43.547467', 'lon': '1.512964'}",Labège Innopole (Labège),Europe/Paris,stop_area:SNCF:87612002,"[{'insee': '31254', 'name': 'Labège', 'level': 8, 'coord': {'lat': '43.5292828', 'lon': '1.5299721'}, 'label': 'Labège (31670)', 'id': 'admin:fr:31254', 'zip_code': '31670'}]",31254,43.547467,1.512964,43.5292828,1.5299721,Labège
2,"[{'type': 'source', 'value': '87612028'}, {'type': 'uic', 'value': '87612028'}]",Labège Village,[],"{'lat': '43.531025', 'lon': '1.532597'}",Labège Village (Labège),Europe/Paris,stop_area:SNCF:87612028,"[{'insee': '31254', 'name': 'Labège', 'level': 8, 'coord': {'lat': '43.5292828', 'lon': '1.5299721'}, 'label': 'Labège (31670)', 'id': 'admin:fr:31254', 'zip_code': '31670'}]",31254,43.531025,1.532597,43.5292828,1.5299721,Labège
3,"[{'type': 'source', 'value': '87617175'}, {'type': 'uic', 'value': '87617175'}]",Labéjan,[],"{'lat': '43.5388', 'lon': '0.49747'}",Labéjan (Labéjan),Europe/Paris,stop_area:SNCF:87617175,"[{'insee': '32172', 'name': 'Labéjan', 'level': 8, 'coord': {'lat': '43.5386731', 'lon': '0.5001523'}, 'label': 'Labéjan (32300)', 'id': 'admin:fr:32172', 'zip_code': '32300'}]",32172,43.5388,0.49747,43.5386731,0.5001523,Labéjan
4,"[{'type': 'source', 'value': '87673293'}, {'type': 'uic', 'value': '87673293'}]",Labenne,[],"{'lat': '43.587212', 'lon': '-1.428953'}",Labenne (Labenne),Europe/Paris,stop_area:SNCF:87673293,"[{'insee': '40133', 'name': 'Labenne', 'level': 8, 'coord': {'lat': '43.5977', 'lon': '-1.42811'}, 'label': 'Labenne (40530)', 'id': 'admin:fr:40133', 'zip_code': '40530'}]",40133,43.587212,-1.428953,43.5977,-1.42811,Labenne
5,"[{'type': 'source', 'value': '87715219'}, {'type': 'uic', 'value': '87715219'}]",Labergement-Sainte-Marie,[],"{'lat': '46.77632', 'lon': '6.28011'}",Labergement-Sainte-Marie (Labergement-Sainte-Marie),Europe/Paris,stop_area:SNCF:87715219,"[{'insee': '25320', 'name': 'Labergement-Sainte-Marie', 'level': 8, 'coord': {'lat': '46.7745324', 'lon': '6.282178'}, 'label': 'Labergement-Sainte-Marie (25160)', 'id': 'admin:fr:25320', 'zip_code': '25160'}]",25320,46.77632,6.28011,46.7745324,6.282178,Labergement-Sainte-Marie
6,"[{'type': 'source', 'value': '87420760'}, {'type': 'uic', 'value': '87420760'}]",Lablachère centre,[],"{'lat': '44.463545', 'lon': '4.214952'}",Lablachère centre (Lablachère),Europe/Paris,stop_area:SNCF:87420760,"[{'insee': '07117', 'name': 'Lablachère', 'level': 8, 'coord': {'lat': '44.4652484', 'lon': '4.2134846'}, 'label': 'Lablachère (07230)', 'id': 'admin:fr:07117', 'zip_code': '07230'}]",07117,44.463545,4.214952,44.4652484,4.2134846,Lablachère
7,"[{'type': 'source', 'value': '87313676'}, {'type': 'uic', 'value': '87313676'}]",Laboissière - Le Déluge,[],"{'lat': '49.28867', 'lon': '2.136197'}",Laboissière - Le Déluge (Laboissière-en-Thelle),Europe/Paris,stop_area:SNCF:87313676,"[{'insee': '60330', 'name': 'Laboissière-en-Thelle', 'level': 8, 'coord': {'lat': '49.2881695', 'lon': '2.15817'}, 'label': 'Laboissière-en-Thelle (60570)', 'id': 'admin:fr:60330', 'zip_code': '60570'}]",60330,49.28867,2.136197,49.2881695,2.15817,Laboissière-en-Thelle
8,"[{'type': 'source', 'value': '87582551'}, {'type': 'uic', 'value': '87582551'}]",Labouheyre,[],"{'lat': '44.210613', 'lon': '-0.920974'}",Labouheyre (Labouheyre),Europe/Paris,stop_area:SNCF:87582551,"[{'insee': '40134', 'name': 'Labouheyre', 'level': 8, 'coord': {'lat': '44.2125451', 'lon': '-0.9189952'}, 'label': 'Labouheyre (40210)', 'id': 'admin:fr:40134', 'zip_code': '40210'}]",40134,44.210613,-0.920974,44.2125451,-0.9189952,Labouheyre
9,"[{'type': 'source', 'value': '87611160'}, {'type': 'uic', 'value': '87611160'}]",Labroquère Moulin,[],"{'lat': '43.035796', 'lon': '0.593307'}",Labroquère Moulin (Labroquère),Europe/Paris,stop_area:SNCF:87611160,"[{'insee': '31255', 'name': 'Labroquère', 'level': 8, 'coord': {'lat': '43.0377', 'lon': '0.5928869999999999'}, 'label': 'Labroquère (31510)', 'id': 'admin:fr:31255', 'zip_code': '31510'}]",31255,43.035796,0.593307,43.0377,0.5928869999999999,Labroquère
10,"[{'type': 'source', 'value': '87615526'}, {'type': 'uic', 'value': '87615526'}]",Labruguière,[],"{'lat': '43.542566', 'lon': '2.259426'}",Labruguière (Labruguière),Europe/Paris,stop_area:SNCF:87615526,"[{'insee': '81120', 'name': 'Labruguière', 'level': 8, 'coord': {'lat': '43.5402951', 'lon': '2.2634222'}, 'label': 'Labruguière (81290)', 'id': 'admin:fr:81120', 'zip_code': '81290'}]",81120,43.542566,2.259426,43.5402951,2.2634222,Labruguière
11,"[{'type': 'source', 'value': '87165738'}, {'type': 'uic', 'value': '87165738'}]",Labruguière Abri Bus,[],"{'lat': '43.539192', 'lon': '2.264472'}",Labruguière Abri Bus (Labruguière),Europe/Paris,stop_area:SNCF:87165738,"[{'insee': '81120', 'name': 'Labruguière', 'level': 8, 'coord': {'lat': '43.5402951', 'lon': '2.2634222'}, 'label': 'Labruguière (81290)', 'id': 'admin:fr:81120', 'zip_code': '81290'}]",81120,43.539192,2.264472,43.5402951,2.2634222,Labruguière
12,"[{'type': 'source', 'value': '87645150'}, {'type': 'uic', 'value': '87645150'}]",Lacapelle-Viescamp,[],"{'lat': '44.920348', 'lon': '2.265482'}",Lacapelle-Viescamp (Lacapelle-Viescamp),Europe/Paris,stop_area:SNCF:87645150,"[{'insee': '15088', 'name': 'Lacapelle-Viescamp', 'level': 8, 'coord': {'lat': '44.9230732', 'lon': '2.2643709'}, 'label': 'Lacapelle-Viescamp (15150)', 'id': 'admin:fr:15088', 'zip_code': '15150'}]",15088,44.920348,2.265482,44.9230732,2.2643709,Lacapelle-Viescamp
13,"[{'type': 'source', 'value': '87177352'}, {'type': 'uic', 'value': '87177352'}]",Lacassagne,[],"{'lat': '43.354819', 'lon': '0.137667'}",Lacassagne (Escondeaux),Europe/Paris,stop_area:SNCF:87177352,"[{'insee': '65161', 'name': 'Escondeaux', 'level': 8, 'coord': {'lat': '43.339927', 'lon': '0.1314508'}, 'label': 'Escondeaux (65140)', 'id': 'admin:fr:65161', 'zip_code': '65140'}]",65161,43.354819,0.137667,43.339927,0.1314508,Escondeaux
14,"[{'type': 'source', 'value': '87618843'}, {'type': 'uic', 'value': '87618843'}]",Lacave,[],"{'lat': '43.039393', 'lon': '0.9941719999999999'}",Lacave (Prat-Bonrepaux),Europe/Paris,stop_area:SNCF:87618843,"[{'insee': '09235', 'name': 'Prat-Bonrepaux', 'level': 8, 'coord': {'lat': '43.03020739999999', 'lon': '1.0267568'}, 'label': 'Prat-Bonrepaux (09160)', 'id': 'admin:fr:09235', 'zip_code': '09160'}]",09235,43.039393,0.9941719999999999,43.03020739999999,1.0267568,Prat-Bonrepaux
15,"[{'type': 'source', 'value': '87592147'}, {'type': 'uic', 'value': '87592147'}]",Lacelle Corrèze,[],"{'lat': '45.6411', 'lon': '1.826377'}",Lacelle Corrèze (Lacelle),Europe/Paris,stop_area:SNCF:87592147,"[{'insee': '19095', 'name': 'Lacelle', 'level': 8, 'coord': {'lat': '45.640881', 'lon': '1.8260453'}, 'label': 'Lacelle (19170)', 'id': 'admin:fr:19095', 'zip_code': '19170'}]",19095,45.6411,1.826377,45.640881,1.8260453,Lacelle
16,"[{'type': 'source', 'value': '87337063'}, {'type': 'uic', 'value': '87337063'}]",Lachapelle-sous-Aubenas,[],"{'lat': '44.564182', 'lon': '4.363361'}",Lachapelle-sous-Aubenas (Lachapelle-sous-Aubenas),Europe/Paris,stop_area:SNCF:87337063,"[{'insee': '07122', 'name': 'Lachapelle-sous-Aubenas', 'level': 8, 'coord': {'lat': '44.5644035', 'lon': '4.3642788'}, 'label': 'Lachapelle-sous-Aubenas (07200)', 'id': 'admin:fr:07122', 'zip_code': '07200'}]",07122,44.564182,4.363361,44.5644035,4.3642788,Lachapelle-sous-Aubenas
17,"[{'type': 'source', 'value': '87731828'}, {'type': 'uic', 'value': '87731828'}]",Lachaud-Curmilhac,[],"{'lat': '45.122888', 'lon': '3.61043'}",Lachaud-Curmilhac (Vissac-Auteyrac),Europe/Paris,stop_area:SNCF:87731828,"[{'insee': '43013', 'name': 'Vissac-Auteyrac', 'level': 8, 'coord': {'lat': '45.1227568', 'lon': '3.6093522'}, 'label': 'Vissac-Auteyrac (43300)', 'id': 'admin:fr:43013', 'zip_code': '43300'}]",43013,45.122888,3.61043,45.1227568,3.6093522,Vissac-Auteyrac
