,codes,name,links,coord,label,timezone,id,administrative_regions,insee,lat,lon,lat_city,lon_city,city
20,"[{'type': 'source', 'value': '87271494'}, {'type': 'uic', 'value': '87271494'}]",Aéroport Charles de Gaulle 2 TGV,[],"{'lat': '49.003618', 'lon': '2.570812'}",Aéroport Charles de Gaulle 2 TGV (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87271494,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.98020349999999', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]",93073,49.003618,2.570812,48.98020349999999,2.5589558,Tremblay-en-France
21,"[{'type': 'source', 'value': '87994210'}, {'type': 'uic', 'value': '87994210'}]",Aéroport Charles de Gaulle T1,[],"{'lat': '49.013273', 'lon': '2.541919'}",Aéroport Charles de Gaulle T1 (Mauregard),Europe/Paris,stop_area:SNCF:87994210,"[{'insee': '77282', 'name': 'Mauregard', 'level': 8, 'coord': {'lat': '49.0332971', 'lon': '2.5809475'}, 'label': 'Mauregard (77990)', 'id': 'admin:fr:77282', 'zip_code': '77990'}]",77282,49.013273,2.541919,49.0332971,2.5809475,Mauregard
22,"[{'type': 'source', 'value': '87994228'}, {'type': 'uic', 'value': '87994228'}]",Aéroport Charles de Gaulle T2,[],"{'lat': '49.00436', 'lon': '2.571021'}",Aéroport Charles de Gaulle T2 (Le Mesnil-Amelot),Europe/Paris,stop_area:SNCF:87994228,"[{'insee': '77291', 'name': 'Le Mesnil-Amelot', 'level': 8, 'coord': {'lat': '49.0172102', 'lon': '2.5910318'}, 'label': 'Le Mesnil-Amelot (77990)', 'id': 'admin:fr:77291', 'zip_code': '77990'}]",77291,49.00436,2.571021,49.0172102,2.5910318,Le Mesnil-Amelot
23,"[{'type': 'source', 'value': '87994152'}, {'type': 'uic', 'value': '87994152'}]",Aéroport Charles de Gaulle T3,[],"{'lat': '49.009976', 'lon': '2.561354'}",Aéroport Charles de Gaulle T3 (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87994152,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.98020349999999', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]",93073,49.009976,2.561354,48.98020349999999,2.5589558,Tremblay-en-France
24,"[{'type': 'source', 'value': '87001479'}, {'type': 'uic', 'value': '87001479'}]",Aéroport Charles-de-Gaulle 2 RER,[],"{'lat': '49.003965', 'lon': '2.570665'}",Aéroport Charles-de-Gaulle 2 RER (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87001479,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.98020349999999', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]",93073,49.003965,2.570665,48.98020349999999,2.5589558,Tremblay-en-France
0,"[{'type': 'source', 'value': '87757559'}, {'type': 'uic', 'value': '87757559'}]",Agay,[],"{'lat': '43.43137', 'lon': '6.8565'}",Agay (Saint-Raphaël),Europe/Paris,stop_area:SNCF:87757559,"[{'insee': '83118', 'name': 'Saint-Raphaël', 'level': 8, 'coord': {'lat': '43.4255303', 'lon': '6.7694244'}, 'label': 'Saint-Raphaël (83530-83700)', 'id': 'admin:fr:83118', 'zip_code': '83530;83700'}]",83118,43.43137,6.8565,43.4255303,6.7694244,Saint-Raphaël
1,"[{'type': 'source', 'value': '87781278'}, {'type': 'uic', 'value': '87781278'}]",Agde,[],"{'lat': '43.31728', 'lon': '3.466203'}",Agde (Agde),Europe/Paris,stop_area:SNCF:87781278,"[{'insee': '34003', 'name': 'Agde', 'level': 8, 'coord': {'lat': '43.3134787', 'lon': '3.4771629'}, 'label': 'Agde (34300)', 'id': 'admin:fr:34003', 'zip_code': '34300'}]",34003,43.31728,3.466203,43.3134787,3.4771629,Agde
2,"[{'type': 'source', 'value': '87586008'}, {'type': 'uic', 'value': '87586008'}]",Agen,[],"{'lat': '44.207967', 'lon': '0.6208669999999999'}",Agen (Agen),Europe/Paris,stop_area:SNCF:87586008,"[{'insee': '47001', 'name': 'Agen', 'level': 8, 'coord': {'lat': '44.2015827', 'lon': '0.6176112'}, 'label': 'Agen (47000)', 'id': 'admin:fr:47001', 'zip_code': '47000'}]",47001,44.207967,0.6208669999999999,44.2015827,0.6176112,Agen
3,"[{'type': 'source', 'value': '87595157'}, {'type': 'uic', 'value': '87595157'}]",Agonac,[],"{'lat': '45.286605', 'lon': '0.748653'}",Agonac (Agonac),Europe/Paris,stop_area:SNCF:87595157,"[{'insee': '24002', 'name': 'Agonac', 'level': 8, 'coord': {'lat': '45.29233', 'lon': '0.7493599999999999'}, 'label': 'Agonac (24460)', 'id': 'admin:fr:24002', 'zip_code': '24460'}]",24002,45.286605,0.748653,45.29233,0.7493599999999999,Agonac
4,"[{'type': 'source', 'value': '87783399'}, {'type': 'uic', 'value': '87783399'}]",Aguessac,[],"{'lat': '44.153724', 'lon': '3.097892'}",Aguessac (Aguessac),Europe/Paris,stop_area:SNCF:87783399,"[{'insee': '12002', 'name': 'Aguessac', 'level': 8, 'coord': {'lat': '44.1555141', 'lon': '3.0974965'}, 'label': 'Aguessac (12520)', 'id': 'admin:fr:12002', 'zip_code': '12520'}]",12002,44.153724,3.097892,44.1555141,3.0974965,Aguessac
5,"[{'type': 'source', 'value': '87171702'}, {'type': 'uic', 'value': '87171702'}]",Aguilcourt - Variscourt,[],"{'lat': '49.407994', 'lon': '3.973095'}",Aguilcourt - Variscourt (Variscourt),Europe/Paris,stop_area:SNCF:87171702,"[{'insee': '02761', 'name': 'Variscourt', 'level': 8, 'coord': {'lat': '49.41736299999999', 'lon': '3.9850223'}, 'label': 'Variscourt (02190)', 'id': 'admin:fr:02761', 'zip_code': '02190'}]",02761,49.407994,3.973095,49.41736299999999,3.9850223,Variscourt
6,"[{'type': 'source', 'value': '85014001'}, {'type': 'uic', 'value': '85014001'}]",Aigle,[],"{'lat': '46.31685', 'lon': '6.96367'}",Aigle (Aigle),Europe/Paris,stop_area:SNCF:85014001,"[{'insee': '', 'name': 'Aigle', 'level': 8, 'coord': {'lat': '46.31502629068736', 'lon': '6.97249596899822'}, 'label': 'Aigle (1860)', 'id': 'admin:osm:relation:1684831', 'zip_code': '1860'}]",,46.31685,6.96367,46.31502629068736,6.97249596899822,Aigle
7,"[{'type': 'source', 'value': '87485193'}, {'type': 'uic', 'value': '87485193'}]",Aigrefeuille Le Thou,[],"{'lat': '46.09402', 'lon': '-0.95168'}",Aigrefeuille Le Thou (Le Thou),Europe/Paris,stop_area:SNCF:87485193,"[{'insee': '17447', 'name': 'Le Thou', 'level': 8, 'coord': {'lat': '46.0839685', 'lon': '-0.9172451'}, 'label': 'Le Thou (17290)', 'id': 'admin:fr:17447', 'zip_code': '17290'}]",17447,46.09402,-0.95168,46.0839685,-0.9172451,Le Thou
8,"[{'type': 'source', 'value': '87695957'}, {'type': 'uic', 'value': '87695957'}]",Aiguebelette-Centre,[],"{'lat': '45.537542', 'lon': '5.812926'}",Aiguebelette-Centre (Aiguebelette-le-Lac),Europe/Paris,stop_area:SNCF:87695957,"[{'insee': '73001', 'name': 'Aiguebelette-le-Lac', 'level': 8, 'coord': {'lat': '45.5376018', 'lon': '5.8149064'}, 'label': 'Aiguebelette-le-Lac (73610)', 'id': 'admin:fr:73001', 'zip_code': '73610'}]",73001,45.537542,5.812926,45.5376018,5.8149064,Aiguebelette-le-Lac
9,"[{'type': 'source', 'value': '87741421'}, {'type': 'uic', 'value': '87741421'}]",Aiguebelette-le-Lac,[],"{'lat': '45.536323', 'lon': '5.813122'}",Aiguebelette-le-Lac (Aiguebelette-le-Lac),Europe/Paris,stop_area:SNCF:87741421,"[{'insee': '73001', 'name': 'Aiguebelette-le-Lac', 'level': 8, 'coord': {'lat': '45.5376018', 'lon': '5.8149064'}, 'label': 'Aiguebelette-le-Lac (73610)', 'id': 'admin:fr:73001', 'zip_code': '73610'}]",73001,45.536323,5.813122,45.5376018,5.8149064,Aiguebelette-le-Lac
10,"[{'type': 'source', 'value': '87741256'}, {'type': 'uic', 'value': '87741256'}]",Aiguebelle,[],"{'lat': '45.543703', 'lon': '6.306737'}",Aiguebelle (Val-d'Arc),Europe/Paris,stop_area:SNCF:87741256,"[{'insee': '73212', 'name': ""Val-d'Arc"", 'level': 8, 'coord': {'lat': '45.5452732', 'lon': '6.308202'}, 'label': ""Val-d'Arc (73220)"", 'id': 'admin:fr:73212', 'zip_code': '73220'}]",73212,45.543703,6.306737,45.5452732,6.308202,Val-d'Arc
11,"[{'type': 'source', 'value': '87741710'}, {'type': 'uic', 'value': '87741710'}]",Aigueblanche-Centre,[],"{'lat': '45.501835', 'lon': '6.508605'}",Aigueblanche-Centre (Grand-Aigueblanche),Europe/Paris,stop_area:SNCF:87741710,"[{'insee': '73003', 'name': 'Grand-Aigueblanche', 'level': 8, 'coord': {'lat': '45.5016887', 'lon': '6.5083788'}, 'label': 'Grand-Aigueblanche (73260)', 'id': 'admin:fr:73003', 'zip_code': '73260'}]",73003,45.501835,6.508605,45.5016887,6.5083788,Grand-Aigueblanche
12,"[{'type': 'source', 'value': '87734129'}, {'type': 'uic', 'value': '87734129'}]",Aigueperse,[],"{'lat': '46.014869', 'lon': '3.197912'}",Aigueperse (Aigueperse),Europe/Paris,stop_area:SNCF:87734129,"[{'insee': '63001', 'name': 'Aigueperse', 'level': 8, 'coord': {'lat': '46.0219319', 'lon': '3.20189'}, 'label': 'Aigueperse (63260)', 'id': 'admin:fr:63001', 'zip_code': '63260'}]",63001,46.014869,3.197912,46.0219319,3.20189,Aigueperse
13,"[{'type': 'source', 'value': '87775858'}, {'type': 'uic', 'value': '87775858'}]",Aigues-Mortes,[],"{'lat': '43.570901', 'lon': '4.19121'}",Aigues-Mortes (Aigues-Mortes),Europe/Paris,stop_area:SNCF:87775858,"[{'insee': '30003', 'name': 'Aigues-Mortes', 'level': 8, 'coord': {'lat': '43.5658225', 'lon': '4.1912837'}, 'label': 'Aigues-Mortes (30220)', 'id': 'admin:fr:30003', 'zip_code': '30220'}]",30003,43.570901,4.19121,43.5658225,4.1912837,Aigues-Mortes
14,"[{'type': 'source', 'value': '87586693'}, {'type': 'uic', 'value': '87586693'}]",Aiguillon,[],"{'lat': '44.298624', 'lon': '0.335543'}",Aiguillon (Aiguillon),Europe/Paris,stop_area:SNCF:87586693,"[{'insee': '47004', 'name': 'Aiguillon', 'level': 8, 'coord': {'lat': '44.3002778', 'lon': '0.3416667'}, 'label': 'Aiguillon (47190)', 'id': 'admin:fr:47004', 'zip_code': '47190'}]",47004,44.298624,0.335543,44.3002778,0.3416667,Aiguillon
15,"[{'type': 'source', 'value': '87215624'}, {'type': 'uic', 'value': '87215624'}]",Ailleville,[],"{'lat': '48.254741', 'lon': '4.682252'}",Ailleville (Ailleville),Europe/Paris,stop_area:SNCF:87215624,"[{'insee': '10002', 'name': 'Ailleville', 'level': 8, 'coord': {'lat': '48.2523652', 'lon': '4.6814905'}, 'label': 'Ailleville (10200)', 'id': 'admin:fr:10002', 'zip_code': '10200'}]",10002,48.254741,4.682252,48.2523652,4.6814905,Ailleville
16,"[{'type': 'source', 'value': '87185629'}, {'type': 'uic', 'value': '87185629'}]",Aillevillers,[],"{'lat': '47.91389', 'lon': '6.33736'}",Aillevillers (Corbenay),Europe/Paris,stop_area:SNCF:87185629,"[{'insee': '70171', 'name': 'Corbenay', 'level': 8, 'coord': {'lat': '47.8906', 'lon': '6.32606'}, 'label': 'Corbenay (70320)', 'id': 'admin:fr:70171', 'zip_code': '70320'}]",70171,47.91389,6.33736,47.8906,6.32606,Corbenay
17,"[{'type': 'source', 'value': '87313221'}, {'type': 'uic', 'value': '87313221'}]",Ailly-sur-Noye,[],"{'lat': '49.754206', 'lon': '2.364147'}",Ailly-sur-Noye (Ailly-sur-Noye),Europe/Paris,stop_area:SNCF:87313221,"[{'insee': '80010', 'name': 'Ailly-sur-Noye', 'level': 8, 'coord': {'lat': '49.7580993', 'lon': '2.3645669'}, 'label': 'Ailly-sur-Noye (80250)', 'id': 'admin:fr:80010', 'zip_code': '80250'}]",80010,49.754206,2.364147,49.7580993,2.3645669,Ailly-sur-Noye
18,"[{'type': 'source', 'value': '87313098'}, {'type': 'uic', 'value': '87313098'}]",Ailly-sur-Somme,[],"{'lat': '49.928515', 'lon': '2.200476'}",Ailly-sur-Somme (Ailly-sur-Somme),Europe/Paris,stop_area:SNCF:87313098,"[{'insee': '80011', 'name': 'Ailly-sur-Somme', 'level': 8, 'coord': {'lat': '49.928085', 'lon': '2.1980997'}, 'label': 'Ailly-sur-Somme (80470)', 'id': 'admin:fr:80011', 'zip_code': '80470'}]",80011,49.928515,2.200476,49.928085,2.1980997,Ailly-sur-Somme
19,"[{'type': 'source', 'value': '87775833'}, {'type': 'uic', 'value': '87775833'}]",Aimargues,[],"{'lat': '43.678643', 'lon': '4.20845'}",Aimargues (Aimargues),Europe/Paris,stop_area:SNCF:87775833,"[{'insee': '30006', 'name': 'Aimargues', 'level': 8, 'coord': {'lat': '43.683958', 'lon': '4.2095204'}, 'label': 'Aimargues (30470)', 'id': 'admin:fr:30006', 'zip_code': '30470'}]",30006,43.678643,4.20845,43.683958,4.2095204,Aimargues
20,"[{'type': 'source', 'value': '87741769'}, {'type': 'uic', 'value': '87741769'}]",Aime - La Plagne,[],"{'lat': '45.554387', 'lon': '6.648614'}",Aime - La Plagne (Aime-la-Plagne),Europe/Paris,stop_area:SNCF:87741769,"[{'insee': '73006', 'name': 'Aime-la-Plagne', 'level': 8, 'coord': {'lat': '45.5571945', 'lon': '6.652180899999999'}, 'label': 'Aime-la-Plagne (73210)', 'id': 'admin:fr:73006', 'zip_code': '73210'}]",73006,45.554387,6.648614,45.5571945,6.652180899999999,Aime-la-Plagne
21,"[{'type': 'source', 'value': '87668491'}, {'type': 'uic', 'value': '87668491'}]",Aire-sur-l'Adour - Pl. liberté,[],"{'lat': '43.704602', 'lon': '-0.259903'}",Aire-sur-l'Adour - Pl. liberté (Aire-sur-l'Adour),Europe/Paris,stop_area:SNCF:87668491,"[{'insee': '40001', 'name': ""Aire-sur-l'Adour"", 'level': 8, 'coord': {'lat': '43.7006462', 'lon': '-0.2647028'}, 'label': ""Aire-sur-l'Adour (40800)"", 'id': 'admin:fr:40001', 'zip_code': '40800'}]",40001,43.704602,-0.259903,43.7006462,-0.2647028,Aire-sur-l'Adour
22,"[{'type': 'source', 'value': '87713636'}, {'type': 'uic', 'value': '87713636'}]",Aiserey,[],"{'lat': '47.170645', 'lon': '5.158352'}",Aiserey (Aiserey),Europe/Paris,stop_area:SNCF:87713636,"[{'insee': '21005', 'name': 'Aiserey', 'level': 8, 'coord': {'lat': '47.1726521', 'lon': '5.162285799999999'}, 'label': 'Aiserey (21110)', 'id': 'admin:fr:21005', 'zip_code': '21110'}]",21005,47.170645,5.158352,47.1726521,5.162285799999999,Aiserey
23,"[{'type': 'source', 'value': '87741249'}, {'type': 'uic', 'value': '87741249'}]",Aiton-Salle-Polyvalente,[],"{'lat': '45.560231', 'lon': '6.254831'}",Aiton-Salle-Polyvalente (Aiton),Europe/Paris,stop_area:SNCF:87741249,"[{'insee': '73007', 'name': 'Aiton', 'level': 8, 'coord': {'lat': '45.5606', 'lon': '6.25655'}, 'label': 'Aiton (73220)', 'id': 'admin:fr:73007', 'zip_code': '73220'}]",73007,45.560231,6.254831,45.5606,6.25655,Aiton
24,"[{'type': 'source', 'value': '80153452'}, {'type': 'uic', 'value': '80153452'}]",Aix la Chapelle,[],"{'lat': '50.7675', 'lon': '6.0912'}",Aix la Chapelle (Aachen),Europe/Paris,stop_area:SNCF:80153452,"[{'insee': '', 'name': 'Aachen', 'level': 8, 'coord': {'lat': '50.776351', 'lon': '6.083862'}, 'label': 'Aachen', 'id': 'admin:osm:relation:62564', 'zip_code': ''}]",,50.7675,6.0912,50.776351,6.083862,Aachen
0,"[{'type': 'source', 'value': '87751404'}, {'type': 'uic', 'value': '87751404'}]",Aix-en-Provence,[],"{'lat': '43.522903', 'lon': '5.44533'}",Aix-en-Provence (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87751404,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]",13001,43.522903,5.44533,43.5298424,5.4474738,Aix-en-Provence
1,"[{'type': 'source', 'value': '87541797'}, {'type': 'uic', 'value': '87541797'}]",Aix-en-Provence Gare Routière,[],"{'lat': '43.523333', 'lon': '5.43997'}",Aix-en-Provence Gare Routière (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87541797,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]",13001,43.523333,5.43997,43.5298424,5.4474738,Aix-en-Provence
2,"[{'type': 'source', 'value': '87319012'}, {'type': 'uic', 'value': '87319012'}]",Aix-en-Provence TGV,[],"{'lat': '43.455237', 'lon': '5.317534'}",Aix-en-Provence TGV (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87319012,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]",13001,43.455237,5.317534,43.5298424,5.4474738,Aix-en-Provence
3,"[{'type': 'source', 'value': '87741132'}, {'type': 'uic', 'value': '87741132'}]",Aix-les-Bains le Revard,[],"{'lat': '45.688161', 'lon': '5.909371'}",Aix-les-Bains le Revard (Aix-les-Bains),Europe/Paris,stop_area:SNCF:87741132,"[{'insee': '73008', 'name': 'Aix-les-Bains', 'level': 8, 'coord': {'lat': '45.6886292', 'lon': '5.914636199999999'}, 'label': 'Aix-les-Bains (73100)', 'id': 'admin:fr:73008', 'zip_code': '73100'}]",73008,45.688161,5.909371,45.6886292,5.914636199999999,Aix-les-Bains
4,"[{'type': 'source', 'value': '87592667'}, {'type': 'uic', 'value': '87592667'}]",Aixe-sur-Vienne,[],"{'lat': '45.796573', 'lon': '1.145724'}",Aixe-sur-Vienne (Aixe-sur-Vienne),Europe/Paris,stop_area:SNCF:87592667,"[{'insee': '87001', 'name': 'Aixe-sur-Vienne', 'level': 8, 'coord': {'lat': '45.7967581', 'lon': '1.1362125'}, 'label': 'Aixe-sur-Vienne (87700)', 'id': 'admin:fr:87001', 'zip_code': '87700'}]",87001,45.796573,1.145724,45.7967581,1.1362125,Aixe-sur-Vienne
5,"[{'type': 'source', 'value': '87417808'}, {'type': 'uic', 'value': '87417808'}]",Ajain,[],"{'lat': '46.207153', 'lon': '1.99724'}",Ajain (Ajain),Europe/Paris,stop_area:SNCF:87417808,"[{'insee': '23002', 'name': 'Ajain', 'level': 8, 'coord': {'lat': '46.2074244', 'lon': '1.998966'}, 'label': 'Ajain (23380)', 'id': 'admin:fr:23002', 'zip_code': '23380'}]",23002,46.207153,1.99724,46.2074244,1.998966,Ajain
6,"[{'type': 'source', 'value': '87722744'}, {'type': 'uic', 'value': '87722744'}]",Alaï,[],"{'lat': '45.752428', 'lon': '4.771695'}",Alaï (Tassin-la-Demi-Lune),Europe/Paris,stop_area:SNCF:87722744,"[{'insee': '69244', 'name': 'Tassin-la-Demi-Lune', 'level': 8, 'coord': {'lat': '45.75983859999999', 'lon': '4.7657747'}, 'label': 'Tassin-la-Demi-Lune (69160)', 'id': 'admin:fr:69244', 'zip_code': '69160'}]",69244,45.752428,4.771695,45.75983859999999,4.7657747,Tassin-la-Demi-Lune
7,"[{'type': 'source', 'value': '87420836'}, {'type': 'uic', 'value': '87420836'}]",Alba-la-Romaine Ruines Romaines,[],"{'lat': '44.570312', 'lon': '4.587551'}",Alba-la-Romaine Ruines Romaines (Alba-la-Romaine),Europe/Paris,stop_area:SNCF:87420836,"[{'insee': '07005', 'name': 'Alba-la-Romaine', 'level': 8, 'coord': {'lat': '44.5544374', 'lon': '4.5978069'}, 'label': 'Alba-la-Romaine (07400)', 'id': 'admin:fr:07005', 'zip_code': '07400'}]",07005,44.570312,4.587551,44.5544374,4.5978069,Alba-la-Romaine
8,"[{'type': 'source', 'value': '87613752'}, {'type': 'uic', 'value': '87613752'}]",Albas,[],"{'lat': '44.468333', 'lon': '1.236667'}",Albas (Albas),Europe/Paris,stop_area:SNCF:87613752,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]",46001,44.468333,1.236667,44.4686571,1.2367614,Albas
9,"[{'type': 'source', 'value': '87168716'}, {'type': 'uic', 'value': '87168716'}]",Albas Rivière Basse,[],"{'lat': '44.482404', 'lon': '1.229517'}",Albas Rivière Basse (Albas),Europe/Paris,stop_area:SNCF:87168716,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]",46001,44.482404,1.229517,44.4686571,1.2367614,Albas
10,"[{'type': 'source', 'value': '87168724'}, {'type': 'uic', 'value': '87168724'}]",Albas Rivière Haute,[],"{'lat': '44.473153', 'lon': '1.251467'}",Albas Rivière Haute (Albas),Europe/Paris,stop_area:SNCF:87168724,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]",46001,44.473153,1.251467,44.4686571,1.2367614,Albas
11,"[{'type': 'source', 'value': '87746115'}, {'type': 'uic', 'value': '87746115'}]",Albens,[],"{'lat': '45.785946', 'lon': '5.948342'}",Albens (Entrelacs),Europe/Paris,stop_area:SNCF:87746115,"[{'insee': '73010', 'name': 'Entrelacs', 'level': 8, 'coord': {'lat': '45.7870296', 'lon': '5.945308199999999'}, 'label': 'Entrelacs (73410)', 'id': 'admin:fr:73010', 'zip_code': '73410'}]",73010,45.785946,5.948342,45.7870296,5.945308199999999,Entrelacs
12,"[{'type': 'source', 'value': '87313072'}, {'type': 'uic', 'value': '87313072'}]",Albert,[],"{'lat': '50.005395', 'lon': '2.644481'}",Albert (Albert),Europe/Paris,stop_area:SNCF:87313072,"[{'insee': '80016', 'name': 'Albert', 'level': 8, 'coord': {'lat': '50.0018022', 'lon': '2.6509223'}, 'label': 'Albert (80300)', 'id': 'admin:fr:80016', 'zip_code': '80300'}]",80016,50.005395,2.644481,50.0018022,2.6509223,Albert
13,"[{'type': 'source', 'value': '87741645'}, {'type': 'uic', 'value': '87741645'}]",Albertville,[],"{'lat': '45.672977', 'lon': '6.383167'}",Albertville (Albertville),Europe/Paris,stop_area:SNCF:87741645,"[{'insee': '73011', 'name': 'Albertville', 'level': 8, 'coord': {'lat': '45.6754622', 'lon': '6.3925417'}, 'label': 'Albertville (73200)', 'id': 'admin:fr:73011', 'zip_code': '73200'}]",73011,45.672977,6.383167,45.6754622,6.3925417,Albertville
14,"[{'type': 'source', 'value': '87440354'}, {'type': 'uic', 'value': '87440354'}]",Albi,[],"{'lat': '43.92461', 'lon': '2.146998'}",Albi (Albi),Europe/Paris,stop_area:SNCF:87440354,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]",81004,43.92461,2.146998,43.9277552,2.147899,Albi
15,"[{'type': 'source', 'value': '87615195'}, {'type': 'uic', 'value': '87615195'}]",Albi Madeleine,[],"{'lat': '43.938137', 'lon': '2.141209'}",Albi Madeleine (Albi),Europe/Paris,stop_area:SNCF:87615195,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]",81004,43.938137,2.141209,43.9277552,2.147899,Albi
16,"[{'type': 'source', 'value': '87615005'}, {'type': 'uic', 'value': '87615005'}]",Albi Ville,[],"{'lat': '43.92238', 'lon': '2.137958'}",Albi Ville (Albi),Europe/Paris,stop_area:SNCF:87615005,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]",81004,43.92238,2.137958,43.9277552,2.147899,Albi
17,"[{'type': 'source', 'value': '87613398'}, {'type': 'uic', 'value': '87613398'}]",Albias,[],"{'lat': '44.091981', 'lon': '1.444922'}",Albias (Albias),Europe/Paris,stop_area:SNCF:87613398,"[{'insee': '82002', 'name': 'Albias', 'level': 8, 'coord': {'lat': '44.0908333', 'lon': '1.4502778'}, 'label': 'Albias (82350)', 'id': 'admin:fr:82002', 'zip_code': '82350'}]",82002,44.091981,1.444922,44.0908333,1.4502778,Albias
18,"[{'type': 'source', 'value': '87721266'}, {'type': 'uic', 'value': '87721266'}]",Albigny - Neuville,[],"{'lat': '45.874897', 'lon': '4.832852'}",Albigny - Neuville (Albigny-sur-Saône),Europe/Paris,stop_area:SNCF:87721266,"[{'insee': '69003', 'name': 'Albigny-sur-Saône', 'level': 8, 'coord': {'lat': '45.8706791', 'lon': '4.8323149'}, 'label': 'Albigny-sur-Saône (69250)', 'id': 'admin:fr:69003', 'zip_code': '69250'}]",69003,45.874897,4.832852,45.8706791,4.8323149,Albigny-sur-Saône
19,"[{'type': 'source', 'value': '87697003'}, {'type': 'uic', 'value': '87697003'}]",Albigny-Neuville-Arret-TCL-Gare,[],"{'lat': '45.875356', 'lon': '4.833042'}",Albigny-Neuville-Arret-TCL-Gare (Albigny-sur-Saône),Europe/Paris,stop_area:SNCF:87697003,"[{'insee': '69003', 'name': 'Albigny-sur-Saône', 'level': 8, 'coord': {'lat': '45.8706791', 'lon': '4.8323149'}, 'label': 'Albigny-sur-Saône (69250)', 'id': 'admin:fr:69003', 'zip_code': '69250'}]",69003,45.875356,4.833042,45.8706791,4.8323149,Albigny-sur-Saône
20,"[{'type': 'source', 'value': '87444711'}, {'type': 'uic', 'value': '87444711'}]",Alençon,[],"{'lat': '48.433884', 'lon': '0.09853099999999999'}",Alençon (Alençon),Europe/Paris,stop_area:SNCF:87444711,"[{'insee': '61001', 'name': 'Alençon', 'level': 8, 'coord': {'lat': '48.43120589999999', 'lon': '0.09113739999999999'}, 'label': 'Alençon (61000)', 'id': 'admin:fr:61001', 'zip_code': '61000'}]",61001,48.433884,0.09853099999999999,48.43120589999999,0.09113739999999999,Alençon
21,"[{'type': 'source', 'value': '87775288'}, {'type': 'uic', 'value': '87775288'}]",Alès,[],"{'lat': '44.127825', 'lon': '4.084948'}",Alès (Alès),Europe/Paris,stop_area:SNCF:87775288,"[{'insee': '30007', 'name': 'Alès', 'level': 8, 'coord': {'lat': '44.1253665', 'lon': '4.0852818'}, 'label': 'Alès (30100)', 'id': 'admin:fr:30007', 'zip_code': '30100'}]",30007,44.127825,4.084948,44.1253665,4.0852818,Alès
